transaction_id,timestamp,amount,merchant,mcc,device_type,latitude,longitude,merchant_risk_level,device_risk_level,hour,day_of_week,month,is_weekend,is_business_hours,anomaly_type,risk_score,is_fraud
TXN00024720,2025-06-30 10:30:00,102.13,Shell,5541,ios-15.2,41.27963224988831,-71.86722111787533,medium,low,10,0,6,0,1,normal,27.73,0
TXN00021897,2025-06-09 21:39:00,740.37,Casino,7990,web-safari,45.901367481496294,-121.8945372851,high,medium,21,0,6,0,0,normal,82.76,1
TXN00034263,2025-09-07 18:47:00,139.91,OnlineGaming,7990,ios-16.1,31.717747516293983,-77.8043147701625,high,low,18,6,9,1,0,normal,61.37,0
TXN00001718,2025-01-13 12:46:00,16.5,GroceryStore,5411,web-chrome,41.8900034577572,-116.0388768478775,low,high,12,0,1,0,1,normal,28.72,0
TXN00030420,2025-08-10 17:51:00,271.38,BestBuy,5732,android-13,41.47002904921666,-116.83367418071843,medium,medium,17,6,8,1,1,normal,56.65,0
TXN00027191,2025-07-18 09:29:00,335.71,Casino,7990,ios-15.2,37.48434403958863,-68.81981013033094,high,low,9,4,7,0,1,normal,50.74,0
TXN00042599,2025-11-07 12:04:00,37.55,GasStation,5541,android-12,31.116078342473802,-118.53097337888825,medium,medium,12,4,11,0,1,normal,30.18,0
TXN00045899,2025-12-01 13:09:00,26.12,Exxon,5541,web-chrome,47.08810726342968,-112.40458251677845,medium,high,13,0,12,0,1,normal,36.28,0
TXN00002796,2025-01-21 11:44:00,20.03,Starbucks,5814,ios-16.1,46.396881999964144,-86.80757628365882,low,low,11,1,1,0,1,normal,15.17,0
TXN00019352,2025-05-22 10:47:00,103.95,Amazon,5999,web-safari,39.552436280239476,-110.89949568221084,low,medium,10,3,5,0,1,normal,27.86,0
TXN00045038,2025-11-24 19:42:00,1321.61,LuxuryHotel,7011,web-chrome,32.371715898805135,-98.7161518294522,high,high,19,0,11,0,0,normal,89.66,1
TXN00000058,2025-01-01 12:55:00,11.29,Target,5411,web-chrome,31.81628542996973,-72.1917211387638,low,high,12,2,1,0,1,normal,28.36,0
TXN00009884,2025-03-13 14:42:00,16.64,McDonalds,5814,mobile-web,44.768014220015985,-92.40666147107771,low,high,14,3,3,0,1,normal,28.73,0
TXN00042667,2025-11-07 18:18:00,68.22,Amazon,5999,ios-15.2,41.806302227449805,-122.54945543638154,low,low,18,4,11,0,0,normal,32.29,0
TXN00030478,2025-08-11 11:12:00,119.54,BestBuy,5732,ios-16.1,45.00045046077129,-109.39715236857553,medium,low,11,0,8,0,1,normal,28.93,0
TXN00023263,2025-06-19 12:04:00,510.25,LuxuryHotel,7011,web-safari,26.068970238440038,-114.19724029321364,high,medium,12,3,6,0,1,normal,68.97,0
TXN00047518,2025-12-13 08:48:00,33.65,BestBuy,5732,android-13,39.552047068219785,-70.98841740571497,medium,medium,8,5,12,1,0,normal,54.04,0
TXN00029480,2025-08-03 20:59:00,101.62,OnlineGaming,7990,web-safari,42.562851806467776,-98.84593398371624,high,medium,20,6,8,1,0,normal,65.63,0
TXN00030748,2025-08-13 10:48:00,8.67,Starbucks,5814,mobile-web,34.41257567824178,-88.7567897623301,low,high,10,2,8,0,1,normal,28.18,0
TXN00004685,2025-02-04 01:16:00,5.1,GasStation,5541,ios-15.2,67.9044326390738,-177.03075902217597,medium,low,1,1,2,0,0,geographic,34.83,1
TXN00047352,2025-12-11 18:54:00,531.4,JewelryStore,5944,web-safari,36.78652636989695,-86.99575873059533,high,medium,18,3,12,0,0,normal,82.76,1
TXN00043321,2025-11-12 13:34:00,10.85,Starbucks,5814,web-safari,42.20550561368673,-109.69180158869796,low,medium,13,2,11,0,1,normal,21.44,0
TXN00026300,2025-07-11 15:22:00,82.53,Amazon,5999,web-chrome,42.81975821794642,-116.14902595408505,low,high,15,4,7,0,1,normal,33.28,0
TXN00022052,2025-06-10 22:34:00,9.53,GroceryStore,5411,android-13,27.499689235501,-106.69592726008125,low,medium,22,1,6,0,0,normal,35.14,0
TXN00020251,2025-05-28 15:51:00,563.25,JewelryStore,5944,android-13,44.16034164165235,-71.4511515045124,high,medium,15,2,5,0,1,normal,68.97,0
TXN00007031,2025-02-21 07:09:00,14.71,McDonalds,5814,ios-15.2,34.867267795492864,-103.24182080629953,low,low,3,4,2,0,0,time_based,28.6,1
TXN00038328,2025-10-07 16:36:00,1850.65,Casino,7990,ios-15.2,38.2118655047681,-99.45027249617877,high,low,16,1,10,0,1,normal,62.07,0
TXN00048017,2025-12-17 09:30:00,142.2,OnlineGaming,7990,mobile-web,40.777897467147916,-100.92804073706931,high,high,9,2,12,0,1,normal,51.19,0
TXN00028817,2025-07-29 19:39:00,77.63,Exxon,5541,mobile-web,27.1821547979758,-116.76540642911415,medium,high,19,1,7,0,0,normal,53.63,0
TXN00035699,2025-09-18 14:28:00,2.02,Starbucks,5814,android-13,33.81154918768452,-115.80249945001067,low,medium,14,3,9,0,1,normal,20.83,0
TXN00021172,2025-06-04 10:30:00,560.88,Electronics,5732,web-safari,28.14725779050562,-81.70210788471394,medium,medium,10,2,6,0,1,normal,62.07,0
TXN00012806,2025-04-03 14:03:00,675.95,Electronics,5732,mobile-web,29.234850353573812,-122.27247174988057,medium,high,14,3,4,0,1,normal,68.97,0
TXN00017995,2025-05-12 13:13:00,11.99,Starbucks,5814,ios-15.2,45.79319623859243,-121.65371149721287,low,low,13,0,5,0,1,normal,14.62,0
TXN00041035,2025-10-27 09:10:00,110.8,BestBuy,5732,ios-15.2,41.52302722760371,-79.90866661969648,medium,low,9,0,10,0,1,normal,28.33,0
TXN00035780,2025-09-19 10:10:00,456.65,Electronics,5732,ios-16.1,39.200384894108275,-77.55544602322078,medium,low,10,4,9,0,1,normal,52.18,0
TXN00021294,2025-06-05 07:54:00,65.09,Walmart,5411,mobile-web,36.38050710509526,-93.37389004865074,low,high,7,3,6,0,0,normal,45.87,0
TXN00028308,2025-07-26 14:20:00,25.29,Walmart,5411,ios-16.1,42.828373837980166,-76.3512347463646,low,low,14,5,7,1,1,normal,25.88,0
TXN00045154,2025-11-25 18:31:00,518.66,BestBuy,5732,ios-15.2,45.358627810414944,-106.7997865298558,medium,low,18,1,11,0,0,normal,68.97,0
TXN00037560,2025-10-02 11:55:00,56.34,Target,5411,android-12,28.841768113107587,-67.3996929178704,low,medium,11,3,10,0,1,normal,24.58,0
TXN00008161,2025-03-01 07:20:00,32.72,Target,5411,ios-15.2,39.75947251433445,-121.52868978220671,low,low,7,5,3,1,0,normal,40.19,0
TXN00011839,2025-03-27 13:21:00,7.2,Starbucks,5814,ios-15.2,28.799079806888415,-77.75583458356886,low,low,13,3,3,0,1,normal,14.29,0
TXN00018345,2025-05-14 19:09:00,23.33,Target,5411,android-13,41.02820802260055,-82.51205524611498,low,medium,19,2,5,0,0,normal,36.09,0
TXN00010729,2025-03-19 13:42:00,39.35,OnlineGaming,7990,web-safari,42.66117458924824,-116.10060319685834,high,medium,13,2,3,0,1,normal,37.2,0
TXN00018787,2025-05-18 09:33:00,12.07,McDonalds,5814,ios-15.2,36.18694317897252,-94.70268971288387,low,low,9,6,5,1,1,normal,24.97,0
TXN00010026,2025-03-14 14:30:00,128.67,JewelryStore,5944,android-13,39.166923194038105,-87.83657978138635,high,medium,14,4,3,0,1,normal,43.36,0
TXN00035666,2025-09-18 11:42:00,20.34,OnlineGaming,7990,android-12,29.744785004253888,-73.32371135810541,high,medium,11,3,9,0,1,normal,35.89,0
TXN00034957,2025-09-13 13:07:00,16.71,OnlineGaming,7990,ios-16.1,40.151981760179964,-78.40465854568035,high,low,13,5,9,1,1,normal,39.08,0
TXN00014404,2025-04-15 11:41:00,32.55,GroceryStore,5411,ios-16.1,28.457009449247323,-82.97943114765002,low,low,11,1,4,0,1,normal,16.04,0
TXN00049800,2025-12-30 14:44:00,61.96,Exxon,5541,ios-16.1,29.788921181055553,-82.91837307331309,medium,low,14,1,12,0,1,normal,24.96,0
TXN00027864,2025-07-23 08:11:00,3526.4152610746546,BestBuy,5732,android-13,25.31969733671434,-74.2332506325895,medium,medium,8,2,7,0,0,high_amount,75.86,1
TXN00034144,2025-09-07 07:47:00,53.09,Shell,5541,android-13,28.676627561422308,-97.93824981709332,medium,medium,7,6,9,1,0,normal,55.39,0
TXN00042168,2025-11-03 22:03:00,45.56,Amazon,5999,web-chrome,41.931119294426495,-108.36790248697253,low,high,22,0,11,0,0,normal,44.52,0
TXN00042461,2025-11-06 11:05:00,200.32,BestBuy,5732,web-safari,43.37398045703887,-83.45006419993985,medium,medium,11,3,11,0,1,normal,41.4,0
TXN00039381,2025-10-15 10:19:00,25.99,GroceryStore,5411,mobile-web,38.77917511091482,-68.9453401287564,low,high,10,2,10,0,1,normal,29.38,0
TXN00002754,2025-01-21 05:06:00,28.75,Amazon,5999,ios-16.1,29.09067093511196,-70.65573161641994,low,low,5,1,1,0,0,normal,29.57,0
TXN00005798,2025-02-12 11:46:00,303.23946130265244,GroceryStore,5411,web-chrome,30.350365446437333,-114.16978490093885,low,high,11,2,2,0,1,high_amount,48.5,1
TXN00047219,2025-12-10 17:58:00,2.83,McDonalds,5814,web-chrome,40.145317116185154,-105.21751320075526,low,high,17,2,12,0,1,normal,27.78,0
TXN00008228,2025-03-01 14:14:00,62.24,Exxon,5541,web-safari,35.139107077055684,-76.62033303438093,medium,medium,14,5,3,1,1,normal,42.22,0
TXN00030318,2025-08-10 09:11:00,369.27,BestBuy,5732,ios-15.2,32.900500126679134,-68.22754630231941,medium,low,9,6,8,1,1,normal,56.5,0
TXN00011886,2025-03-27 17:45:00,2262.33,JewelryStore,5944,web-chrome,47.08266729781087,-85.61518377298725,high,high,17,3,3,0,1,normal,75.86,1
TXN00032955,2025-08-29 09:59:00,580.43,Electronics,5732,ios-15.2,35.43404143016036,-74.80027492678741,medium,low,9,4,8,0,1,normal,55.17,0
TXN00025962,2025-07-09 07:14:00,67.25,Walmart,5411,web-safari,39.561732613471875,-85.00533010389606,low,medium,7,2,7,0,0,normal,39.12,0
TXN00006912,2025-02-20 11:36:00,83.53,Amazon,5999,ios-15.2,40.32986442405062,-77.2447740665906,low,low,11,3,2,0,1,normal,19.55,0
TXN00022577,2025-06-14 15:20:00,217.46,BestBuy,5732,web-chrome,41.06065451883976,-109.31949098227842,medium,high,15,5,6,1,1,normal,59.82,0
TXN00002070,2025-01-16 04:55:00,9.21,Target,5411,ios-15.2,33.85652858407685,-72.30901862499255,low,low,4,3,1,0,0,normal,28.22,0
TXN00032889,2025-08-28 16:42:00,548.44,LuxuryHotel,7011,web-safari,39.38748063057248,-70.97515954822086,high,medium,16,3,8,0,1,normal,68.97,0
TXN00040094,2025-10-20 10:32:00,21.2,Shell,5541,ios-16.1,46.9658178894865,-69.83908534128756,medium,low,10,0,10,0,1,normal,22.15,0
TXN00028069,2025-07-24 15:35:00,21.3,Walmart,5411,ios-16.1,38.749778739837545,-102.14790787963918,low,low,15,3,7,0,1,normal,15.26,0
TXN00014081,2025-04-12 17:19:00,7.13,Starbucks,5814,ios-16.1,44.6440101296079,-87.53160712880057,low,low,17,5,4,1,1,normal,24.63,0
TXN00010140,2025-03-15 12:34:00,13.87,Starbucks,5814,mobile-web,31.675837154149264,-76.66379955191549,low,high,12,5,3,1,1,normal,38.89,0
TXN00017282,2025-05-07 05:20:00,11.53,Starbucks,5814,android-13,43.08844434539692,-109.73209676797251,low,medium,5,2,5,0,0,normal,35.28,0
TXN00021757,2025-06-08 19:45:00,1806.6136491858983,Target,5411,web-safari,41.56897318769849,-69.52505650897584,low,medium,19,6,6,1,0,high_amount,79.31,1
TXN00046538,2025-12-05 21:55:00,810.8,JewelryStore,5944,web-safari,47.748478126508026,-112.42106341546028,high,medium,21,4,12,0,0,normal,82.76,1
TXN00021855,2025-06-09 14:55:00,18.01,McDonalds,5814,android-13,47.14724264424114,-111.20048510506372,low,medium,14,0,6,0,1,normal,21.93,0
TXN00024135,2025-06-25 21:23:00,15.13,Target,5411,web-chrome,47.81957506071343,-122.38057339648523,low,high,21,2,6,0,0,normal,42.42,0
TXN00036000,2025-09-20 17:54:00,1512.82,JewelryStore,5944,ios-15.2,34.586945920378085,-80.81899780245067,high,low,17,5,9,1,1,normal,72.41,1
TXN00041158,2025-10-27 17:28:00,18.62,OnlineGaming,7990,android-12,47.27278319575785,-119.87381617752371,high,medium,17,0,10,0,1,normal,35.77,0
TXN00036094,2025-09-21 14:31:00,82.3,Amazon,5999,mobile-web,37.48089515650857,-106.55111631892795,low,high,14,6,9,1,1,normal,43.61,0
TXN00031172,2025-08-16 10:17:00,6.32,Starbucks,5814,android-12,28.756950769563446,-73.24380357671038,low,medium,10,5,8,1,1,normal,31.47,0
TXN00019268,2025-05-21 15:28:00,174.66,Amazon,5999,web-chrome,29.501881304765767,-81.25484438571205,low,high,15,2,5,0,1,normal,39.63,0
TXN00000662,2025-01-05 20:40:00,14.11,Exxon,5541,web-safari,29.911046324715294,-115.30419750276882,medium,medium,20,6,1,1,0,normal,52.7,0
TXN00010781,2025-03-19 17:14:00,914.14,LuxuryHotel,7011,ios-15.2,41.03008578899272,-84.45959904655561,high,low,17,2,3,0,1,normal,62.07,0
TXN00037594,2025-10-02 13:43:00,33.31,Shell,5541,web-safari,41.57259228506949,-83.04668658487435,medium,medium,13,3,10,0,1,normal,29.88,0
TXN00023509,2025-06-21 12:22:00,13.31,Target,5411,android-12,27.076553367227824,-96.64040687838452,low,medium,12,5,6,1,1,normal,31.95,0
TXN00001875,2025-01-14 14:35:00,8.87,Target,5411,web-chrome,41.74569545341504,-120.83349838531664,low,high,14,1,1,0,1,normal,28.2,0
TXN00049686,2025-12-29 17:48:00,17.92,Shell,5541,ios-16.1,33.317744790181735,-103.92985982241699,medium,low,17,0,12,0,1,normal,21.93,0
TXN00007781,2025-02-26 11:49:00,178.25,LuxuryHotel,7011,web-chrome,44.021066774475514,-93.2151565180217,high,high,11,2,2,0,1,normal,53.67,0
TXN00029209,2025-08-02 07:30:00,28.91,Walmart,5411,android-12,48.88931389802852,-75.8351334838498,low,medium,7,5,8,1,0,normal,46.82,0
TXN00045821,2025-11-30 19:06:00,27.55,GroceryStore,5411,ios-16.1,30.98917057948315,-105.04834339588129,low,low,19,6,11,1,0,normal,39.83,0
TXN00040339,2025-10-22 06:02:00,62.78,Shell,5541,android-13,29.556019898313373,-97.72225325292663,medium,medium,6,2,10,0,0,normal,45.71,0
TXN00046654,2025-12-06 18:52:00,24.59,GroceryStore,5411,mobile-web,42.71466095480768,-83.50464417781109,low,high,18,5,12,1,0,normal,53.42,0
TXN00038096,2025-10-06 08:07:00,42.12,Amazon,5999,ios-15.2,43.77952235206458,-67.56202469743934,low,low,8,0,10,0,0,normal,30.49,0
TXN00021341,2025-06-05 13:38:00,25.22,GroceryStore,5411,mobile-web,27.22870260409111,-112.41794169678043,low,high,13,3,6,0,1,normal,29.33,0
TXN00022463,2025-06-13 16:41:00,66.98,GasStation,5541,mobile-web,48.311409953683594,-114.40894114427559,medium,high,16,4,6,0,1,normal,39.1,0
TXN00044470,2025-11-20 20:21:00,703.98,Electronics,5732,ios-16.1,48.8045555229167,-77.74555398828596,medium,low,20,3,11,0,0,normal,68.97,0
TXN00006542,2025-02-17 14:13:00,2303.71,JewelryStore,5944,ios-15.2,36.13613691075772,-100.55458041058901,high,low,14,0,2,0,1,normal,62.07,0
TXN00007469,2025-02-24 10:13:00,23.44,Shell,5541,ios-16.1,28.433795953151915,-100.99214888774863,medium,low,10,0,2,0,1,normal,22.31,0
TXN00012293,2025-03-30 15:13:00,330.56,LuxuryHotel,7011,mobile-web,40.198549276208894,-107.33221838572601,high,high,15,6,3,1,1,normal,74.52,1
TXN00011401,2025-03-24 11:13:00,55.94,Exxon,5541,android-13,46.94649734052422,-71.86768542475657,medium,medium,11,0,3,0,1,normal,31.44,0
TXN00013859,2025-04-11 09:08:00,50.66,Shell,5541,android-13,37.70593707903051,-121.40498125873381,medium,medium,9,4,4,0,1,normal,31.08,0
TXN00007409,2025-02-23 16:51:00,219.94,JewelryStore,5944,web-safari,30.74246100755136,-118.37935419102995,high,medium,16,6,2,1,1,normal,60.0,0
TXN00026095,2025-07-10 07:11:00,34.3,Amazon,5999,ios-15.2,40.43890915902229,-89.46966580969516,low,low,7,3,7,0,0,normal,29.95,0
TXN00038930,2025-10-12 04:06:00,26.84,OnlineGaming,7990,ios-15.2,26.871363553416398,-95.2328300178528,high,low,4,6,10,1,0,normal,53.58,0
TXN00023125,2025-06-18 12:40:00,66.18,Amazon,5999,ios-15.2,46.89070168999109,-77.96252038820678,low,low,12,2,6,0,1,normal,18.36,0
TXN00035690,2025-09-18 13:41:00,223.92,BestBuy,5732,web-safari,28.052638352331915,-90.81328176126358,medium,medium,13,3,9,0,1,normal,43.03,0
TXN00011787,2025-03-27 07:55:00,80.2,GasStation,5541,mobile-web,28.584974332101073,-67.97169158458588,medium,high,7,3,3,0,0,normal,53.81,0
TXN00022737,2025-06-15 17:07:00,468.23,BestBuy,5732,ios-15.2,40.097733506913585,-108.77871735545843,medium,low,17,6,6,1,1,normal,63.33,0
TXN00019175,2025-05-20 20:59:00,56.46,Shell,5541,ios-16.1,33.43024773273738,-105.32460406368435,medium,low,20,1,5,0,0,normal,38.38,0
TXN00041405,2025-10-29 12:55:00,22.83,GasStation,5541,ios-15.2,25.469084297662796,-94.6742389897287,medium,low,12,2,10,0,1,normal,22.26,0
TXN00003462,2025-01-26 06:52:00,33.63,GroceryStore,5411,ios-15.2,41.644272216324616,-88.84890609070435,low,low,6,6,1,1,0,normal,40.25,0
TXN00010395,2025-03-17 10:22:00,116.18,GasStation,5541,web-safari,34.26861380459591,-76.8361535403933,medium,medium,10,0,3,0,1,normal,35.6,0
TXN00022149,2025-06-11 15:08:00,282.4,JewelryStore,5944,web-safari,28.99702417590966,-99.80573810515743,high,medium,15,2,6,0,1,normal,53.96,0
TXN00031268,2025-08-16 17:09:00,156.53,Shell,5541,ios-15.2,43.977101098293545,-94.20927711195071,medium,low,17,5,8,1,1,normal,41.83,0
TXN00019330,2025-05-22 08:44:00,6.68,Starbucks,5814,web-chrome,40.54325161971636,-115.42953208643685,low,high,8,3,5,0,0,normal,41.84,0
TXN00043668,2025-11-15 10:21:00,36.28,Amazon,5999,ios-15.2,47.92129556239909,-111.14046957310008,low,low,10,5,11,1,1,normal,26.64,0
TXN00003815,2025-01-28 13:50:00,20.08,Walmart,5411,web-safari,25.4162599117454,-79.80290279704923,low,medium,13,1,1,0,1,normal,22.07,0
TXN00044165,2025-11-18 20:26:00,26.83,Target,5411,android-12,43.71258678485113,-83.24452664118851,low,medium,20,1,11,0,0,normal,36.33,0
TXN00031547,2025-08-18 17:33:00,186.87,Electronics,5732,web-chrome,35.58182326925782,-115.27165153116175,medium,high,17,0,8,0,1,normal,47.37,0
TXN00032919,2025-08-28 19:45:00,52.82,OnlineGaming,7990,ios-16.1,27.085593507207342,-115.36779365799671,high,low,19,3,8,0,0,normal,45.02,0
TXN00018831,2025-05-18 14:08:00,56.79,Shell,5541,ios-15.2,38.69104340758986,-117.36465889534261,medium,low,14,6,5,1,1,normal,34.95,0
TXN00034879,2025-09-12 18:02:00,19.06,GroceryStore,5411,ios-15.2,48.838726423386376,-79.85490981179875,low,low,18,4,9,0,0,normal,28.9,0
TXN00045920,2025-12-01 14:40:00,40.14,Exxon,5541,web-safari,35.91023427547193,-90.29699321684754,medium,medium,14,0,12,0,1,normal,30.35,0
TXN00000187,2025-01-02 14:25:00,3.97,Target,5411,ios-15.2,31.249161142964866,-107.74752395528301,low,low,14,3,1,0,1,normal,14.07,0
TXN00036987,2025-09-28 06:17:00,11.23,McDonalds,5814,android-13,44.361193291638614,-121.53982939802133,low,medium,6,6,9,1,0,normal,45.6,0
TXN00046180,2025-12-03 13:05:00,356.25,Electronics,5732,android-12,42.97927855479052,-86.06966579645253,medium,medium,13,2,12,0,1,normal,52.16,0
TXN00003778,2025-01-28 10:51:00,529.73,Casino,7990,web-safari,29.910256476495228,-79.36152976689263,high,medium,10,1,1,0,1,normal,68.97,0
TXN00006479,2025-02-16 23:28:00,24.79,GroceryStore,5411,android-12,32.623823813509254,-113.17002623713854,low,medium,23,6,2,1,0,normal,46.54,0
TXN00008223,2025-03-01 13:37:00,61.49,Exxon,5541,mobile-web,30.994201905541072,-110.11566818748949,medium,high,13,5,3,1,1,normal,49.07,0
TXN00039905,2025-10-18 17:39:00,70.05,Exxon,5541,mobile-web,30.749952128499924,-70.62736313286166,medium,high,17,5,10,1,1,normal,49.66,0
TXN00019496,2025-05-23 11:20:00,649.66,Casino,7990,ios-15.2,38.67631596099692,-71.40894754217844,high,low,11,4,5,0,1,normal,62.07,0
TXN00027469,2025-07-20 12:08:00,29.12,Amazon,5999,android-13,38.84305189955933,-110.80341565759925,low,medium,12,6,7,1,1,normal,33.04,0
TXN00005872,2025-02-12 17:41:00,16.52,Starbucks,5814,web-chrome,42.217131166975705,-104.05921781846962,low,high,17,2,2,0,1,normal,28.73,0
TXN00013945,2025-04-11 16:38:00,132.69,GasStation,5541,web-chrome,31.08774658670164,-96.63054845215002,medium,high,16,4,4,0,1,normal,43.63,0
TXN00044339,2025-11-20 08:13:00,82.06,Exxon,5541,web-safari,29.674672729548828,-81.64912725496472,medium,medium,8,3,11,0,0,normal,47.04,0
TXN00047925,2025-12-16 13:00:00,556.26,JewelryStore,5944,mobile-web,34.725215541675965,-75.3487382051272,high,high,13,1,12,0,1,normal,75.86,1
TXN00016728,2025-05-02 14:34:00,17.85,Starbucks,5814,web-safari,42.707444595032825,-67.27304564335893,low,medium,14,4,5,0,1,normal,21.92,0
TXN00033084,2025-08-30 11:09:00,69.85,BestBuy,5732,web-safari,39.243575388642114,-74.57543664996493,medium,medium,11,5,8,1,1,normal,42.75,0
TXN00035928,2025-09-20 11:31:00,37.57,Amazon,5999,android-12,44.501438959614745,-118.11335680838987,low,medium,11,5,9,1,1,normal,33.63,0
TXN00047425,2025-12-12 13:13:00,13.59,Starbucks,5814,android-13,43.20626314370624,-115.5456952317073,low,medium,13,4,12,0,1,normal,21.63,0
TXN00049275,2025-12-26 15:21:00,107.66,BestBuy,5732,android-13,44.027436597803344,-119.42701365283561,medium,medium,15,4,12,0,1,normal,35.01,0
TXN00002306,2025-01-17 15:04:00,41.84,GasStation,5541,android-13,26.066173393380595,-68.69844397980731,medium,medium,15,4,1,0,1,normal,30.47,0
TXN00010301,2025-03-16 14:08:00,1033.3,Casino,7990,web-chrome,40.40504541650943,-97.28912147825366,high,high,14,6,3,1,1,normal,86.21,1
TXN00040046,2025-10-19 17:06:00,823.11,JewelryStore,5944,ios-15.2,33.26319519522887,-77.24914160891795,high,low,17,6,10,1,1,normal,72.41,1
TXN00041675,2025-10-31 13:31:00,1230.97,Casino,7990,android-12,32.44795583774138,-86.13386785252787,high,medium,13,4,10,0,1,normal,68.97,0
TXN00022483,2025-06-13 19:10:00,150.15,BestBuy,5732,android-13,35.19597908263529,-87.20112526705073,medium,medium,19,4,6,0,0,normal,51.73,0
TXN00026616,2025-07-13 17:29:00,423.39,Electronics,5732,web-chrome,34.90674515559127,-110.5733583266462,medium,high,17,6,7,1,1,normal,74.03,1
TXN00001750,2025-01-13 16:17:00,535.66,Casino,7990,ios-15.2,33.758644075328675,-67.76970530934557,high,low,16,0,1,0,1,normal,62.07,0
TXN00001644,2025-01-12 18:39:00,4987.847779738427,LuxuryHotel,7011,web-safari,35.63224933332643,-87.29050885343526,high,medium,18,6,1,1,0,high_amount,93.1,1
TXN00024445,2025-06-28 12:46:00,358.47,BestBuy,5732,mobile-web,31.777865498560622,-109.19422333529286,medium,high,12,5,6,1,1,normal,69.55,0
TXN00020113,2025-05-27 14:04:00,68.95,Amazon,5999,web-chrome,32.19617830143392,-118.35319519277738,low,high,14,1,5,0,1,normal,32.34,0
TXN00035688,2025-09-18 13:32:00,230.59,OnlineGaming,7990,android-12,40.24238391523771,-114.10838202334446,high,medium,13,3,9,0,1,normal,50.39,0
TXN00027940,2025-07-23 15:12:00,30.51,Target,5411,android-12,31.704174198780525,-69.76348196458981,low,medium,15,2,7,0,1,normal,22.79,0
TXN00035257,2025-09-15 14:19:00,16.27,Starbucks,5814,android-12,32.23576437215213,-103.39795212142727,low,medium,14,0,9,0,1,normal,21.81,0
TXN00015697,2025-04-24 15:14:00,102.07,BestBuy,5732,ios-16.1,25.85241394863912,-90.35251244291533,medium,low,15,3,4,0,1,normal,27.73,0
TXN00037614,2025-10-02 15:00:00,84.57,GasStation,5541,android-13,32.79899176026563,-95.44561720559793,medium,medium,15,3,10,0,1,normal,33.42,0
TXN00037803,2025-10-03 19:21:00,225.09,Electronics,5732,ios-16.1,33.25344813965348,-102.63611676450455,medium,low,19,4,10,0,0,normal,50.01,0
TXN00004241,2025-01-31 14:44:00,139.52,BestBuy,5732,ios-15.2,25.013990734597495,-107.86170935738426,medium,low,14,4,1,0,1,normal,30.31,0
TXN00004618,2025-02-03 12:21:00,65.01,Exxon,5541,android-13,42.79158105210024,-80.49466670968178,medium,medium,12,0,2,0,1,normal,32.07,0
TXN00039744,2025-10-17 17:12:00,21.13,Exxon,5541,android-12,48.987482832584774,-115.23190099190995,medium,medium,17,4,10,0,1,normal,29.04,0
TXN00015561,2025-04-23 14:59:00,21.09,Starbucks,5814,ios-16.1,41.02686489449528,-81.81151279555203,low,low,14,2,4,0,1,normal,15.25,0
TXN00046020,2025-12-02 12:10:00,35.52,Walmart,5411,web-safari,39.83986377338405,-93.0926257590893,low,medium,12,1,12,0,1,normal,23.14,0
TXN00007561,2025-02-24 17:01:00,644.03,JewelryStore,5944,ios-15.2,43.28924579434532,-76.81730504019558,high,low,17,0,2,0,1,normal,62.07,0
TXN00034517,2025-09-10 10:32:00,908.12,JewelryStore,5944,web-chrome,27.548546253094237,-70.18146531466485,high,high,10,2,9,0,1,normal,75.86,1
TXN00025541,2025-07-06 06:42:00,42.58,GasStation,5541,android-13,35.913556293876816,-109.86140716939718,medium,medium,6,6,7,1,0,normal,54.66,0
TXN00030622,2025-08-12 11:21:00,90.2,GroceryStore,5411,android-13,36.69550126979367,-91.71339513234037,low,medium,11,1,8,0,1,normal,26.91,0
TXN00030545,2025-08-11 16:30:00,31.78,McDonalds,5814,android-12,26.168736820452487,-98.05142675246711,low,medium,16,0,8,0,1,normal,22.88,0
TXN00038929,2025-10-11 23:16:00,22.86,McDonalds,5814,android-12,37.655029129503276,-68.82005571824558,low,medium,23,5,10,1,0,normal,46.4,0
TXN00035548,2025-09-17 14:19:00,253.04,BestBuy,5732,android-12,27.377539877190287,-68.61636614858821,medium,medium,14,2,9,0,1,normal,45.04,0
TXN00046722,2025-12-07 12:39:00,23.02,Walmart,5411,web-safari,35.761823468519054,-88.99329146069894,low,medium,12,6,12,1,1,normal,32.62,0
TXN00034383,2025-09-08 19:52:00,11.77,McDonalds,5814,ios-15.2,41.31069100115492,-77.88504818602802,low,low,19,0,9,0,0,normal,28.4,0
TXN00040156,2025-10-20 16:05:00,864.75,JewelryStore,5944,ios-16.1,48.47833172600826,-75.5162946081112,high,low,16,0,10,0,1,normal,62.07,0
TXN00007643,2025-02-25 12:21:00,984.34,Casino,7990,android-13,31.585107663181425,-94.94649959269402,high,medium,12,1,2,0,1,normal,68.97,0
TXN00033122,2025-08-30 14:01:00,107.15,Walmart,5411,web-chrome,27.14272961482463,-97.69695816703621,low,high,14,5,8,1,1,normal,45.32,0
TXN00024736,2025-06-30 11:50:00,89.72,OnlineGaming,7990,ios-15.2,38.343702218729995,-73.37761243350235,high,low,11,0,6,0,1,normal,33.77,0
TXN00025327,2025-07-04 15:33:00,19.48,Walmart,5411,android-13,47.54106293776791,-107.85774860227853,low,medium,15,4,7,0,1,normal,22.03,0
